Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,Referencia de localizacion,Fecha UTC,Hora UTC,Estatus
7/14/23,03:29:00,6.5,14.81,-94.15,16.1,"140 km al SUROESTE de PIJIJIAPAN, CHIS ",14/07/2023,09:29:00,verificado
7/15/23,05:23:52,4,15.97,-94.42,72.8,"63 km al SUROESTE de ARRIAGA , CHIS ",15/07/2023,11:23:52,verificado
7/16/23,00:24:25,4,15.43,-94.94,26.8,"87 km al SURESTE de SALINA CRUZ, OAX ",16/07/2023,06:24:25,verificado
7/17/23,01:17:21,4,31.21,-114.26,2.8,"58 km al NORESTE de SAN FELIPE, BC ",17/07/2023,07:17:21,verificado
7/18/23,00:02:42,4.1,15.34,-96.74,16.3,"54 km al SUROESTE de S PEDRO POCHUTLA, OAX ",18/07/2023,06:02:42,verificado
7/19/23,03:49:32,4,14.27,-93.56,10,"148 km al SUROESTE de MAPASTEPEC, CHIS ",19/07/2023,09:49:32,verificado
7/20/23,00:14:06,4,13.24,-92.55,9.9,"165 km al SUROESTE de CD HIDALGO, CHIS ",20/07/2023,06:14:06,verificado
7/21/23,02:43:37,4,15.79,-94.29,66.4,"64 km al SUROESTE de ARRIAGA , CHIS ",21/07/2023,08:43:37,verificado
7/22/23,00:15:10,4.1,17.06,-100.21,10,"14 km al NOROESTE de COYUCA DE BENITEZ, GRO ",22/07/2023,06:15:10,verificado
7/23/23,07:31:43,4,14.2,-93.97,16.1,"179 km al SUROESTE de MAPASTEPEC, CHIS ",23/07/2023,13:31:43,verificado
7/24/23,08:22:07,4.3,16.12,-91.32,65.7,"74 km al SURESTE de LAS MARGARITAS, CHIS ",24/07/2023,14:22:07,verificado
7/25/23,07:35:27,4.1,15.42,-94.88,16.1,"91 km al SURESTE de SALINA CRUZ, OAX ",25/07/2023,13:35:27,verificado
7/26/23,03:10:13,4.2,14.88,-94.05,24.2,"127 km al SUROESTE de PIJIJIAPAN, CHIS ",26/07/2023,09:10:13,verificado
7/27/23,02:29:47,4.1,18.48,-103.23,48.5,"34 km al SUR de COALCOMAN, MICH ",27/07/2023,08:29:47,verificado
7/28/23,04:44:14,4.3,14.8,-94.11,16.1,"138 km al SUROESTE de PIJIJIAPAN, CHIS ",28/07/2023,10:44:14,verificado
7/29/23,04:17:58,4.4,18.12,-103.22,5,"73 km al SUR de COALCOMAN, MICH ",29/07/2023,10:17:58,verificado
7/30/23,03:47:01,4,14.66,-94.26,16,"160 km al SUROESTE de PIJIJIAPAN, CHIS ",30/07/2023,09:47:01,verificado
7/31/23,00:32:50,4.1,18.16,-103.35,15.9,"71 km al SUROESTE de COALCOMAN, MICH ",31/07/2023,06:32:50,verificado
8/1/23,02:08:38,4.1,15.49,-95.44,23.6,"80 km al SURESTE de CRUCECITA, OAX ",01/08/2023,08:08:38,verificado
8/2/23,06:17:36,4.1,15.03,-94.33,13.6,"132 km al SUROESTE de TONALA, CHIS ",02/08/2023,12:17:36,verificado
8/3/23,04:01:25,4.1,18.93,-107.47,10,"299 km al SUROESTE de PUERTO VALLARTA, JAL ",03/08/2023,10:01:25,verificado
8/4/23,01:54:41,4,16.58,-98.45,14.5,"12 km al SUROESTE de OMETEPEC, GRO ",04/08/2023,07:54:41,verificado
8/5/23,01:21:43,4,17.3,-94.46,150.5,"77 km al SUR de MINATITLAN, VER ",05/08/2023,07:21:43,verificado
8/6/23,01:18:04,4,15.89,-94.63,20.5,"68 km al SURESTE de UNION HIDALGO, OAX ",06/08/2023,07:18:04,verificado
8/7/23,01:03:57,4,18.14,-103.39,5,"74 km al SUROESTE de COALCOMAN, MICH ",07/08/2023,07:03:57,verificado
8/8/23,00:06:32,4.3,17.35,-94.58,156.6,"70 km al SUR de JALTIPAN DE MORELOS, VER ",08/08/2023,06:06:32,verificado
8/9/23,00:04:22,4.3,14.82,-94.11,17.6,"136 km al SUROESTE de PIJIJIAPAN, CHIS ",09/08/2023,06:04:22,verificado
8/10/23,14:11:17,4,14.13,-92.2,83.4,"61 km al SUR de CD HIDALGO, CHIS ",10/08/2023,20:11:17,verificado
8/11/23,09:47:47,4.3,17.69,-101.41,33.5,"16 km al NORESTE de ZIHUATANEJO, GRO ",11/08/2023,15:47:47,verificado
8/12/23,03:23:40,4,17.14,-100.97,6.1,"38 km al OESTE de TECPAN, GRO ",12/08/2023,09:23:40,verificado
8/13/23,10:16:13,4,16.53,-95.09,3.2,"4 km al SURESTE de CD IXTEPEC, OAX ",13/08/2023,16:16:13,verificado
8/14/23,01:49:11,4,18.52,-103.27,39.6,"31 km al SUROESTE de COALCOMAN, MICH ",14/08/2023,07:49:11,verificado
8/15/23,07:12:03,4,20.05,-102.43,2,"16 km al NOROESTE de JACONA, MICH ",15/08/2023,13:12:03,verificado
8/16/23,02:21:11,4,30.79,-114.11,10,"74 km al SURESTE de SAN FELIPE, BC ",16/08/2023,08:21:11,verificado
8/17/23,02:42:00,4.1,17.59,-94.39,181.1,"47 km al SURESTE de MINATITLAN, VER ",17/08/2023,08:42:00,verificado
8/18/23,01:12:15,4.1,14.16,-92.67,8.9,"80 km al SUROESTE de CD HIDALGO, CHIS ",18/08/2023,07:12:15,verificado
8/19/23,03:03:57,4,23.44,-108.44,10,"137 km al NORESTE de SAN JOSE DEL CABO, BCS ",19/08/2023,09:03:57,verificado
8/20/23,01:33:05,4,15.91,-98.21,10,"50 km al SUROESTE de PINOTEPA NACIONAL, OAX ",20/08/2023,07:33:05,verificado
8/21/23,02:29:36,4,14.91,-92.87,71.1,"51 km al SUROESTE de HUIXTLA, CHIS ",21/08/2023,08:29:36,verificado
8/22/23,01:41:47,4.1,16.15,-97.57,11.8,"21 km al NOROESTE de RIO GRANDE, OAX ",22/08/2023,07:41:47,verificado
8/23/23,22:17:44,4,15.3,-94.83,29.2,"106 km al SURESTE de SALINA CRUZ, OAX ",24/08/2023,04:17:44,verificado
8/24/23,09:57:56,4.4,14.94,-93.61,14.7,"93 km al SUROESTE de PIJIJIAPAN, CHIS ",24/08/2023,15:57:56,verificado
8/25/23,02:24:03,4.7,20.42,-109.45,10,"278 km al SUR de CABO SAN LUCAS, BCS ",25/08/2023,08:24:03,verificado
8/26/23,00:11:44,4,19.18,-108.65,10,"392 km al SUROESTE de PUERTO VALLARTA, JAL ",26/08/2023,06:11:44,verificado
8/27/23,02:08:08,4,16.88,-99.92,8.2,"3 km al NOROESTE de ACAPULCO, GRO ",27/08/2023,08:08:08,verificado
8/28/23,04:50:25,4,16.87,-100.21,18.5,"20 km al SUROESTE de COYUCA DE BENITEZ, GRO ",28/08/2023,10:50:25,verificado
8/29/23,17:57:15,4.1,18.71,-102.29,71.5,"41 km al SUROESTE de NUEVA ITALIA, MICH ",29/08/2023,23:57:15,verificado
8/30/23,14:17:16,4.1,15.09,-94.37,15,"128 km al SUROESTE de TONALA, CHIS ",30/08/2023,20:17:16,verificado
8/31/23,00:00:36,4.2,16.81,-94.87,93.8,"19 km al SURESTE de MATIAS ROMERO, OAX ",31/08/2023,06:00:36,verificado
9/1/23,05:44:10,4,13.81,-91.74,28.2,"106 km al SURESTE de CD HIDALGO, CHIS ",01/09/2023,11:44:10,verificado
9/2/23,00:02:42,4.2,17.65,-101.09,48.6,"23 km al NORESTE de PETATLAN, GRO ",02/09/2023,06:02:42,verificado
9/3/23,14:09:52,4,16.03,-98.42,10.2,"52 km al SUROESTE de PINOTEPA NACIONAL, OAX ",03/09/2023,20:09:52,verificado
9/4/23,09:05:39,4,14.8,-93.73,16.4,"113 km al SUROESTE de PIJIJIAPAN, CHIS ",04/09/2023,15:05:39,verificado
9/5/23,06:14:12,4,16.13,-99.22,16.2,"76 km al SUR de SAN MARCOS, GRO ",05/09/2023,12:14:12,verificado
9/6/23,00:23:00,4,14.03,-93.24,10,"138 km al SUROESTE de CD HIDALGO, CHIS ",06/09/2023,06:23:00,verificado
9/7/23,12:16:31,4,16.87,-93.69,177.9,"20 km al NORTE de CINTALAPA, CHIS ",07/09/2023,18:16:31,verificado
9/8/23,00:34:30,4.3,16.14,-96.09,61.2,"41 km al NORTE de CRUCECITA, OAX ",08/09/2023,06:34:30,verificado
9/9/23,03:50:19,4.4,15.64,-95.1,31.5,"61 km al SUR de SALINA CRUZ, OAX ",09/09/2023,09:50:19,verificado
9/10/23,00:11:09,4,18.02,-102.6,15.7,"28 km al OESTE de LA MIRA, MICH ",10/09/2023,06:11:09,verificado
9/11/23,04:29:19,4,15.91,-96.39,59.9,"21 km al NORESTE de S PEDRO POCHUTLA, OAX ",11/09/2023,10:29:19,verificado
9/12/23,08:25:34,4,14.94,-93.17,70.4,"63 km al SUROESTE de MAPASTEPEC, CHIS ",12/09/2023,14:25:34,verificado
9/13/23,06:50:10,4,16.9,-95.52,88.2,"51 km al OESTE de MATIAS ROMERO, OAX ",13/09/2023,12:50:10,verificado
9/14/23,01:32:49,4.2,27.97,-112.12,2.4,"72 km al NORTE de SANTA ROSALIA, BCS ",14/09/2023,07:32:49,verificado
9/15/23,02:50:35,4.1,15.91,-94.9,15.8,"44 km al SURESTE de SALINA CRUZ, OAX ",15/09/2023,08:50:35,verificado
9/16/23,00:44:09,4.2,14.81,-94.59,16.1,"165 km al SURESTE de SALINA CRUZ, OAX ",16/09/2023,06:44:09,verificado
9/17/23,05:15:52,4.2,17.08,-94.16,154,"63 km al NOROESTE de CINTALAPA, CHIS ",17/09/2023,11:15:52,verificado
9/18/23,02:38:13,4.3,14.05,-92.45,14.2,"76 km al SUROESTE de CD HIDALGO, CHIS ",18/09/2023,08:38:13,verificado
9/19/23,04:01:34,4,15.48,-95.94,5,"38 km al SURESTE de CRUCECITA, OAX ",19/09/2023,10:01:34,verificado
9/20/23,00:25:12,4,14.45,-92.71,14.6,"65 km al SUROESTE de CD HIDALGO, CHIS ",20/09/2023,06:25:12,verificado
9/21/23,07:50:27,4.1,16.89,-98.53,48.7,"26 km al NOROESTE de OMETEPEC, GRO ",21/09/2023,13:50:27,verificado
9/22/23,04:50:17,4,15.03,-94.23,28.7,"127 km al SUROESTE de TONALA, CHIS ",22/09/2023,10:50:17,verificado
9/23/23,02:53:15,4.2,16.59,-94.87,91,"13 km al NOROESTE de UNION HIDALGO, OAX ",23/09/2023,08:53:15,verificado
9/24/23,05:07:39,4.1,15.95,-94.69,50.7,"60 km al SUR de UNION HIDALGO, OAX ",24/09/2023,11:07:39,verificado
9/25/23,00:57:43,4.4,13.7,-92.16,10,"108 km al SUR de CD HIDALGO, CHIS ",25/09/2023,06:57:43,verificado
9/26/23,00:00:11,4,15.46,-95.12,15.3,"80 km al SUR de SALINA CRUZ, OAX ",26/09/2023,06:00:11,verificado
9/27/23,00:23:24,4.2,14.62,-93.27,34.1,"99 km al SUROESTE de MAPASTEPEC, CHIS ",27/09/2023,06:23:24,verificado
9/28/23,10:14:45,4,17.78,-92.78,5,"19 km al OESTE de MACUSPANA, TAB ",28/09/2023,16:14:45,verificado
9/29/23,00:45:57,4.1,14.09,-93.21,10.9,"132 km al SUROESTE de CD HIDALGO, CHIS ",29/09/2023,06:45:57,verificado
9/30/23,00:02:40,4.1,15.46,-94.67,16,"97 km al SURESTE de SALINA CRUZ, OAX ",30/09/2023,06:02:40,verificado
10/1/23,00:17:12,4.1,14.37,-93.5,15.9,"136 km al SUROESTE de MAPASTEPEC, CHIS ",01/10/2023,06:17:12,verificado
10/2/23,08:54:10,4.4,19.84,-105.6,15,"94 km al SUROESTE de PUERTO VALLARTA, JAL ",02/10/2023,14:54:10,verificado
10/3/23,13:10:30,4.2,14.87,-93.73,16.1,"106 km al SUROESTE de PIJIJIAPAN, CHIS ",03/10/2023,19:10:30,verificado
10/4/23,12:42:07,4,15.91,-97.05,39.2,"6 km al NORESTE de PUERTO ESCONDIDO, OAX ",04/10/2023,18:42:07,verificado
10/5/23,06:09:40,4.1,27.95,-112.13,3.7,"69 km al NORTE de SANTA ROSALIA, BCS ",05/10/2023,12:09:40,verificado
10/6/23,03:10:15,4.3,15.36,-94.77,16.1,"102 km al SURESTE de SALINA CRUZ, OAX ",06/10/2023,09:10:15,verificado
10/7/23,05:30:46,4.2,16.79,-94.43,116,"55 km al NORESTE de UNION HIDALGO, OAX ",07/10/2023,11:30:46,verificado
10/8/23,05:08:34,4.1,15.37,-94.81,17.7,"99 km al SURESTE de SALINA CRUZ, OAX ",08/10/2023,11:08:34,verificado
10/9/23,12:14:41,4,15.89,-95.61,56.4,"55 km al SUROESTE de SALINA CRUZ, OAX ",09/10/2023,18:14:41,verificado
10/10/23,01:49:40,4.1,17.53,-101.17,47.9,"11 km al ESTE de PETATLAN, GRO ",10/10/2023,07:49:40,verificado
10/11/23,04:28:52,4.1,18.23,-106.15,10.7,"200 km al SUROESTE de CIHUATLAN, JAL ",11/10/2023,10:28:52,verificado
10/12/23,00:31:30,4.1,14.98,-92.72,83.5,"33 km al SUROESTE de HUIXTLA, CHIS ",12/10/2023,06:31:30,verificado
10/13/23,02:06:20,4,14.3,-94.15,15.9,"183 km al SUROESTE de PIJIJIAPAN, CHIS ",13/10/2023,08:06:20,verificado
10/14/23,04:40:25,4,18.94,-107.4,10,"292 km al SUROESTE de PUERTO VALLARTA, JAL ",14/10/2023,10:40:25,verificado
10/15/23,02:42:36,4.2,17.25,-94.68,144.4,"57 km al NORESTE de MATIAS ROMERO, OAX ",15/10/2023,08:42:36,verificado
10/16/23,03:08:15,4.4,16.26,-98.77,16.2,"61 km al SUROESTE de OMETEPEC, GRO ",16/10/2023,09:08:15,verificado
10/17/23,05:16:00,4.3,15.24,-94.95,24.7,"107 km al SUR de SALINA CRUZ, OAX ",17/10/2023,11:16:00,verificado
10/18/23,02:13:23,4.1,19.49,-102.52,10,"12 km al OESTE de PERIBAN, MICH ",18/10/2023,08:13:23,verificado
10/19/23,01:44:35,4.3,15.15,-93.35,10.6,"59 km al SUROESTE de MAPASTEPEC, CHIS ",19/10/2023,07:44:35,verificado
10/20/23,02:10:20,4,18.04,-104.21,9,"102 km al SUR de CD DE ARMERIA, COL ",20/10/2023,08:10:20,verificado
10/21/23,02:21:01,4.5,14.15,-93.52,10,"157 km al SUROESTE de HUIXTLA, CHIS ",21/10/2023,08:21:01,verificado
10/22/23,00:11:32,4,14.42,-92.58,20,"54 km al SUROESTE de CD HIDALGO, CHIS ",22/10/2023,06:11:32,verificado
10/23/23,05:26:14,4,13.64,-92.18,4.4,"115 km al SUR de CD HIDALGO, CHIS ",23/10/2023,11:26:14,verificado
10/24/23,10:50:43,4.1,16.94,-100.5,6.7,"31 km al SUR de ATOYAC DE ALVAREZ, GRO ",24/10/2023,16:50:43,verificado
10/25/23,11:06:16,4.4,17.52,-101.78,5.4,"28 km al SUROESTE de ZIHUATANEJO, GRO ",25/10/2023,17:06:16,verificado
10/26/23,01:34:58,4.5,17.57,-94.66,155,"44 km al SUR de JALTIPAN DE MORELOS, VER ",26/10/2023,07:34:58,verificado
10/27/23,00:42:07,4,15.11,-93.03,77.9,"40 km al SUROESTE de MAPASTEPEC, CHIS ",27/10/2023,06:42:07,verificado
10/28/23,01:27:19,4,15.25,-92.23,165.8,"13 km al SUR de MOTOZINTLA, CHIS ",28/10/2023,07:27:19,verificado
10/29/23,06:40:26,4.1,20.97,-103.45,7.8,"19 km al NORTE de TESISTAN, JAL ",29/10/2023,12:40:26,verificado
10/30/23,11:17:22,4.2,15.69,-94.88,17.7,"64 km al SURESTE de SALINA CRUZ, OAX ",30/10/2023,17:17:22,verificado
10/31/23,00:57:13,4,17.23,-94.75,55.4,"50 km al NORESTE de MATIAS ROMERO, OAX ",31/10/2023,06:57:13,verificado
11/1/23,08:54:05,4,17.36,-101.16,32.6,"23 km al SURESTE de PETATLAN, GRO ",01/11/2023,14:54:05,verificado
11/2/23,01:41:58,4.4,15.12,-94.66,18.1,"130 km al SURESTE de SALINA CRUZ, OAX ",02/11/2023,07:41:58,verificado
11/3/23,06:59:52,4,16.02,-97.63,16.6,"21 km al OESTE de RIO GRANDE, OAX ",03/11/2023,12:59:52,verificado
11/4/23,05:44:22,4,14.1,-92.88,5,"102 km al SUROESTE de CD HIDALGO, CHIS ",04/11/2023,11:44:22,verificado
11/5/23,05:30:22,4.1,19.62,-92.38,3.1,"122 km al NOROESTE de CD DEL CARMEN, CAMP ",05/11/2023,11:30:22,verificado
11/7/23,05:04:06,4,14.7,-94.14,36.4,"148 km al SUROESTE de PIJIJIAPAN, CHIS ",07/11/2023,11:04:06,verificado
11/8/23,00:53:05,4,25.76,-110.08,2,"93 km al OESTE de AHOME, SIN ",08/11/2023,06:53:05,verificado
11/9/23,00:34:14,4.3,15.22,-92.05,171.3,"27 km al SURESTE de MOTOZINTLA, CHIS ",09/11/2023,06:34:14,verificado
11/10/23,00:05:23,4.2,13.68,-93.82,10,"211 km al SUROESTE de CD HIDALGO, CHIS ",10/11/2023,06:05:23,verificado
11/11/23,00:19:35,4,17.56,-94.82,140.7,"39 km al SURESTE de SAYULA DE ALEMAN, VER ",11/11/2023,06:19:35,verificado
11/12/23,06:40:24,4,24.68,-109.2,16.2,"123 km al SUROESTE de G LEYVA SOLANO (BENITO JUAREZ), SIN ",12/11/2023,12:40:24,verificado
11/13/23,00:05:12,4,16.15,-97.59,32.9,"23 km al NOROESTE de RIO GRANDE, OAX ",13/11/2023,06:05:12,verificado
11/15/23,01:16:28,4,13.76,-93.41,16.1,"169 km al SUROESTE de CD HIDALGO, CHIS ",15/11/2023,07:16:28,verificado
11/16/23,01:46:57,4,15.67,-93.93,21.3,"49 km al SUROESTE de TONALA, CHIS ",16/11/2023,07:46:57,verificado
11/17/23,00:51:07,4.1,14.99,-93.11,9.2,"56 km al SUROESTE de MAPASTEPEC, CHIS ",17/11/2023,06:51:07,verificado
11/18/23,15:06:43,4.8,17.1,-95.37,118.1,"43 km al NOROESTE de MATIAS ROMERO, OAX ",18/11/2023,21:06:43,verificado
11/19/23,01:59:38,4,15.1,-94.19,15,"118 km al SUROESTE de TONALA, CHIS ",19/11/2023,07:59:38,verificado
11/20/23,02:59:28,4,15.19,-94.65,16,"124 km al SURESTE de SALINA CRUZ, OAX ",20/11/2023,08:59:28,verificado
11/21/23,03:19:18,4.1,14.17,-93.55,10,"157 km al SUROESTE de MAPASTEPEC, CHIS ",21/11/2023,09:19:18,verificado
11/22/23,03:03:58,4,15.31,-95,16.5,"99 km al SUR de SALINA CRUZ, OAX ",22/11/2023,09:03:58,verificado
11/23/23,03:08:06,4.3,15.4,-92.53,156.1,"30 km al NORTE de HUIXTLA, CHIS ",23/11/2023,09:08:06,verificado
11/24/23,03:58:35,4.2,16.31,-97.91,8.6,"16 km al ESTE de PINOTEPA NACIONAL, OAX ",24/11/2023,09:58:35,verificado
11/25/23,05:37:54,4,15.94,-94.56,38.3,"65 km al SURESTE de UNION HIDALGO, OAX ",25/11/2023,11:37:54,verificado
11/26/23,02:48:00,4,15.62,-93.07,109.4,"17 km al SURESTE de PIJIJIAPAN, CHIS ",26/11/2023,08:48:00,verificado
11/27/23,05:04:46,4,18.67,-105.24,17,"95 km al SUROESTE de CIHUATLAN, JAL ",27/11/2023,11:04:46,verificado
11/28/23,01:17:01,4,15.8,-94.19,33.7,"56 km al SUROESTE de TONALA, CHIS ",28/11/2023,07:17:01,verificado
11/29/23,10:56:45,4,25.85,-110.27,10,"109 km al ESTE de LORETO, BCS ",29/11/2023,16:56:45,verificado
11/30/23,09:45:06,4,16.5,-95.09,5,"7 km al SUR de CD IXTEPEC, OAX ",30/11/2023,15:45:06,verificado
12/1/23,01:01:59,4,14.72,-93.88,7.7,"128 km al SUROESTE de PIJIJIAPAN, CHIS ",01/12/2023,07:01:59,verificado
12/2/23,05:10:35,4.1,16.61,-94,131.8,"31 km al SUROESTE de CINTALAPA, CHIS ",02/12/2023,11:10:35,verificado
12/3/23,01:47:14,4,13.78,-93.19,10,"150 km al SUROESTE de CD HIDALGO, CHIS ",03/12/2023,07:47:14,verificado
12/4/23,00:22:31,4,15.14,-93.18,62.9,"46 km al SUROESTE de MAPASTEPEC, CHIS ",04/12/2023,06:22:31,verificado
12/5/23,09:27:10,4.2,16.3,-98.69,15.7,"52 km al SUROESTE de OMETEPEC, GRO ",05/12/2023,15:27:10,verificado
12/6/23,18:45:24,4.1,18.25,-94.39,41.6,"11 km al NORTE de ALLENDE, VER ",07/12/2023,00:45:24,verificado
12/7/23,04:44:25,4.1,15.16,-94.42,15.6,"125 km al SUROESTE de TONALA, CHIS ",07/12/2023,10:44:25,verificado
12/8/23,03:57:43,4,17.93,-100.78,56.5,"49 km al SUR de CD ALTAMIRANO, GRO ",08/12/2023,09:57:43,verificado
12/9/23,05:20:58,4.2,28.04,-112.25,12,"78 km al NORTE de SANTA ROSALIA, BCS ",09/12/2023,11:20:58,verificado
12/10/23,01:40:54,4,16.22,-94.08,100.4,"20 km al OESTE de ARRIAGA , CHIS ",10/12/2023,07:40:54,verificado
12/11/23,05:16:44,4.1,17.11,-94.06,150.2,"59 km al NOROESTE de CINTALAPA, CHIS ",11/12/2023,11:16:44,verificado
12/12/23,08:18:09,4,18.89,-103.56,7.5,"33 km al ESTE de TECOMAN, COL ",12/12/2023,14:18:09,verificado
12/13/23,02:39:40,4,15.62,-93.62,80.5,"45 km al OESTE de PIJIJIAPAN, CHIS ",13/12/2023,08:39:40,verificado
12/14/23,10:21:24,5.2,14.17,-93.05,10,"112 km al SUROESTE de CD HIDALGO, CHIS ",14/12/2023,16:21:24,verificado
12/15/23,04:09:39,4.1,15.36,-93.64,75.4,"59 km al SUROESTE de PIJIJIAPAN, CHIS ",15/12/2023,10:09:39,verificado
12/16/23,00:31:18,4.1,17.62,-94.85,134.3,"31 km al SURESTE de SAYULA DE ALEMAN, VER ",16/12/2023,06:31:18,verificado
12/17/23,04:36:26,4.1,14.23,-93.03,20.2,"107 km al SUROESTE de CD HIDALGO, CHIS ",17/12/2023,10:36:26,verificado
12/18/23,09:06:58,4.1,18.09,-100.04,56.9,"36 km al SURESTE de ARCELIA, GRO ",18/12/2023,15:06:58,verificado
12/19/23,01:35:29,4.5,14.85,-93.23,21.7,"75 km al SUROESTE de MAPASTEPEC, CHIS ",19/12/2023,07:35:29,verificado
12/20/23,16:08:56,4,14.81,-94.47,16.4,"161 km al SUROESTE de TONALA, CHIS ",20/12/2023,22:08:56,verificado
12/21/23,03:00:18,4.1,17.57,-94.8,139.9,"39 km al SURESTE de SAYULA DE ALEMAN, VER ",21/12/2023,09:00:18,verificado
12/22/23,03:02:15,4,13.9,-93.54,14.9,"173 km al SUROESTE de CD HIDALGO, CHIS ",22/12/2023,09:02:15,verificado
12/23/23,10:18:57,4,19.06,-104.32,5,"1 km al NOROESTE de MANZANILLO, COL ",23/12/2023,16:18:57,verificado
12/24/23,05:58:32,4,17.74,-94.87,140.7,"19 km al SURESTE de SAYULA DE ALEMAN, VER ",24/12/2023,11:58:32,verificado
12/25/23,03:50:27,4.2,16.9,-94.26,137.9,"61 km al NOROESTE de CINTALAPA, CHIS ",25/12/2023,09:50:27,verificado
12/26/23,01:20:25,4.1,15.57,-95.18,24.7,"67 km al SUR de SALINA CRUZ, OAX ",26/12/2023,07:20:25,verificado
12/27/23,08:13:37,4,17.13,-95.06,121.1,"29 km al NORTE de MATIAS ROMERO, OAX ",27/12/2023,14:13:37,verificado
12/28/23,12:24:55,4,15.54,-94.86,11.9,"80 km al SURESTE de SALINA CRUZ, OAX ",28/12/2023,18:24:55,verificado
12/29/23,01:35:21,4,14.83,-94.17,15,"141 km al SUROESTE de PIJIJIAPAN, CHIS ",29/12/2023,07:35:21,verificado
12/30/23,05:01:56,4,25.12,-109.75,16.1,"106 km al SUROESTE de AHOME, SIN ",30/12/2023,11:01:56,verificado
12/31/23,08:29:08,4,15.6,-95.13,16.1,"65 km al SUR de SALINA CRUZ, OAX ",31/12/2023,14:29:08,verificado
